dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
04/15/2021,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0.0,casual,6
04/15/2021,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0,casual,8
04/15/2021,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0.0,casual,0
04/15/2021,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,casual,0
04/15/2021,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,casual,2
04/15/2021,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,casual,5
04/15/2021,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,casual,10
04/15/2021,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,casual,21
04/15/2021,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,casual,16
04/15/2021,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,casual,31
04/15/2021,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,casual,41
04/15/2021,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,casual,45
04/15/2021,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,casual,47
04/15/2021,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,casual,57
04/15/2021,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,casual,50
04/15/2021,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,casual,70
04/15/2021,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,casual,64
04/15/2021,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,casual,47
04/15/2021,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,casual,41
04/15/2021,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,casual,26
04/15/2021,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,casual,25
04/15/2021,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,casual,16
04/15/2021,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,casual,8
04/16/2021,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,casual,7
04/16/2021,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,casual,5
04/16/2021,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,casual,5
04/16/2021,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,casual,5
04/16/2021,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,casual,1
04/16/2021,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,casual,1
04/16/2021,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,casual,1
04/16/2021,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,casual,3
04/16/2021,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,casual,7
04/16/2021,2,0,4,9,0,6,0,3,0.4,0.4091,1.0,0.2985,casual,2
04/16/2021,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,casual,1
04/16/2021,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,casual,4
04/16/2021,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,casual,6
04/16/2021,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,casual,9
04/16/2021,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,casual,14
04/16/2021,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,casual,16
04/16/2021,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,casual,6
04/16/2021,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,casual,1
04/16/2021,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,casual,6
04/16/2021,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,casual,9
04/16/2021,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,casual,4
04/16/2021,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0.0,casual,1
04/16/2021,2,0,4,22,0,6,0,3,0.42,0.4242,1.0,0.0,casual,2
04/16/2021,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,casual,5
04/17/2021,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,casual,4
04/17/2021,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,casual,6
04/17/2021,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,casual,4
04/17/2021,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,casual,12
04/17/2021,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,casual,2
04/17/2021,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,casual,2
04/17/2021,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,casual,3
04/17/2021,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,casual,2
04/17/2021,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,casual,7
04/17/2021,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,casual,31
04/17/2021,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,casual,91
04/17/2021,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,casual,119
04/17/2021,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,casual,167
04/17/2021,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,casual,181
04/17/2021,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,casual,170
04/17/2021,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,casual,179
04/17/2021,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,casual,161
04/17/2021,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,casual,143
04/17/2021,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,casual,102
04/17/2021,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,casual,75
04/17/2021,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,casual,44
04/17/2021,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,casual,13
04/17/2021,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,casual,21
04/17/2021,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,casual,19
04/18/2021,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,casual,15
04/18/2021,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,casual,11
04/18/2021,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,casual,14
04/18/2021,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,casual,6
04/18/2021,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,casual,2
04/18/2021,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,casual,0
04/18/2021,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0.0,casual,3
04/18/2021,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,casual,12
04/18/2021,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0.0,casual,20
04/18/2021,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,casual,37
04/18/2021,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,casual,41
04/18/2021,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,casual,36
04/18/2021,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,casual,60
04/18/2021,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,casual,41
04/18/2021,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,casual,49
04/18/2021,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,casual,64
04/18/2021,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,casual,40
04/18/2021,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,casual,66
04/18/2021,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,casual,41
04/18/2021,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,casual,42
04/18/2021,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,casual,29
04/18/2021,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,casual,20
04/18/2021,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,casual,9
04/18/2021,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,casual,11
04/19/2021,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,casual,2
04/19/2021,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,casual,5
04/19/2021,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,casual,8
04/19/2021,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,casual,0
04/19/2021,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,casual,1
04/19/2021,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,casual,1
04/19/2021,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0.0,casual,2
04/19/2021,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0.0,casual,22
04/19/2021,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,casual,20
04/19/2021,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,casual,23
04/19/2021,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,casual,15
04/19/2021,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,casual,19
04/19/2021,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,casual,19
04/19/2021,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,casual,26
04/19/2021,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,casual,19
04/19/2021,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,casual,44
04/19/2021,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,casual,30
04/19/2021,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,casual,39
04/19/2021,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,casual,44
04/19/2021,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,casual,28
04/19/2021,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,casual,20
04/19/2021,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,casual,8
04/19/2021,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,casual,3
04/19/2021,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,casual,11
04/20/2021,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,casual,4
04/20/2021,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,casual,2
04/20/2021,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,casual,0
04/20/2021,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0.0,casual,0
04/20/2021,2,0,4,4,0,3,1,1,0.4,0.4091,1.0,0.1045,casual,5
04/20/2021,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,casual,1
04/20/2021,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,casual,2
04/20/2021,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0.0,casual,26
04/20/2021,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,casual,22
04/20/2021,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,casual,27
04/20/2021,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,casual,45
04/20/2021,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,casual,31
04/20/2021,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,casual,28
04/20/2021,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,casual,42
04/20/2021,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,casual,33
04/20/2021,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,casual,32
04/20/2021,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,casual,54
04/20/2021,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,casual,34
04/20/2021,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,casual,56
04/20/2021,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,casual,74
04/20/2021,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,casual,31
04/20/2021,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,casual,38
04/20/2021,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,casual,12
04/20/2021,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,casual,14
04/21/2021,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,casual,11
04/21/2021,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,casual,6
04/21/2021,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,casual,3
04/21/2021,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,casual,4
04/21/2021,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,casual,2
04/21/2021,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,casual,0
04/21/2021,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,casual,2
04/21/2021,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,casual,15
04/21/2021,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,casual,19
04/21/2021,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,casual,18
04/21/2021,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,casual,25
04/21/2021,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,casual,34
04/21/2021,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,casual,49
04/21/2021,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,casual,55
04/21/2021,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,casual,68
04/21/2021,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,casual,69
04/21/2021,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,casual,66
04/21/2021,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,casual,79
04/21/2021,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,casual,71
04/21/2021,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,casual,52
04/21/2021,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,casual,28
04/21/2021,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,casual,25
04/21/2021,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,casual,31
04/21/2021,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,casual,13
04/22/2021,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,casual,3
04/22/2021,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,casual,2
04/22/2021,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,casual,2
04/22/2021,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,casual,0
04/22/2021,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,casual,1
04/22/2021,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,casual,0
04/22/2021,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,casual,2
04/22/2021,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,casual,5
04/22/2021,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,casual,15
04/22/2021,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,casual,17
04/22/2021,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,casual,32
04/22/2021,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,casual,23
04/22/2021,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,casual,19
04/22/2021,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,casual,3
04/22/2021,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,casual,3
04/22/2021,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,casual,13
04/22/2021,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,casual,4
04/22/2021,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,casual,6
04/22/2021,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,casual,4
04/22/2021,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,casual,7
04/22/2021,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,casual,8
04/22/2021,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,casual,5
04/22/2021,2,0,4,22,0,5,1,3,0.3,0.303,1.0,0.1343,casual,3
04/22/2021,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,casual,0
04/23/2021,2,0,4,0,0,6,0,2,0.32,0.3182,1.0,0.194,casual,0
04/23/2021,2,0,4,1,0,6,0,2,0.32,0.3182,1.0,0.194,casual,5
04/23/2021,2,0,4,2,0,6,0,3,0.32,0.3333,1.0,0.1343,casual,3
04/23/2021,2,0,4,3,0,6,0,3,0.32,0.3333,1.0,0.0896,casual,0
04/23/2021,2,0,4,4,0,6,0,3,0.34,0.3636,1.0,0.0,casual,2
04/23/2021,2,0,4,5,0,6,0,3,0.34,0.3636,1.0,0.0,casual,1
04/23/2021,2,0,4,6,0,6,0,2,0.34,0.3333,1.0,0.1642,casual,0
04/23/2021,2,0,4,7,0,6,0,3,0.34,0.3333,1.0,0.1642,casual,2
04/23/2021,2,0,4,8,0,6,0,2,0.36,0.3333,1.0,0.2537,casual,15
04/23/2021,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,casual,13
04/23/2021,2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,casual,36
04/23/2021,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,casual,68
04/23/2021,2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,casual,94
04/23/2021,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,casual,126
04/23/2021,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,casual,182
04/23/2021,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,casual,171
04/23/2021,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,casual,180
04/23/2021,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,casual,168
04/23/2021,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,casual,149
04/23/2021,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,casual,84
04/23/2021,2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,casual,45
04/23/2021,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,casual,32
04/23/2021,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,casual,55
04/23/2021,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,casual,31
04/24/2021,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,casual,30
04/24/2021,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,casual,14
04/24/2021,2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,casual,27
04/24/2021,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,casual,4
04/24/2021,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,casual,0
04/24/2021,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,casual,5
04/24/2021,2,0,4,6,0,0,0,2,0.5,0.4848,1.0,0.0,casual,10
04/24/2021,2,0,4,7,0,0,0,2,0.5,0.4848,1.0,0.0,casual,16
04/24/2021,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,casual,38
04/24/2021,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,casual,73
04/24/2021,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,casual,118
04/24/2021,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,casual,124
04/24/2021,2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,casual,168
04/24/2021,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,casual,205
04/24/2021,2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,casual,197
04/24/2021,2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,casual,167
04/24/2021,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,casual,162
04/24/2021,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,casual,142
04/24/2021,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,casual,96
04/24/2021,2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,casual,62
04/24/2021,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,casual,34
04/24/2021,2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,casual,8
04/24/2021,2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642,casual,5
04/24/2021,2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,casual,5
04/25/2021,2,0,4,0,0,1,1,3,0.52,0.5,1.0,0.0,casual,2
04/25/2021,2,0,4,1,0,1,1,1,0.54,0.5152,1.0,0.0896,casual,2
04/25/2021,2,0,4,2,0,1,1,1,0.54,0.5152,1.0,0.0896,casual,1
04/25/2021,2,0,4,3,0,1,1,2,0.5,0.4848,1.0,0.1045,casual,2
04/25/2021,2,0,4,4,0,1,1,2,0.52,0.5,1.0,0.0,casual,1
04/25/2021,2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0,casual,3
04/25/2021,2,0,4,6,0,1,1,2,0.5,0.4848,1.0,0.0,casual,7
04/25/2021,2,0,4,7,0,1,1,2,0.52,0.5,1.0,0.0896,casual,13
04/25/2021,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,casual,27
04/25/2021,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,casual,27
04/25/2021,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,casual,61
04/25/2021,2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,casual,53
04/25/2021,2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,casual,48
04/25/2021,2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,casual,57
04/25/2021,2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,casual,47
04/25/2021,2,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,casual,50
04/25/2021,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,casual,41
04/25/2021,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,casual,80
04/25/2021,2,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,casual,74
04/25/2021,2,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,casual,62
04/25/2021,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,casual,42
04/25/2021,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,casual,41
04/25/2021,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,casual,23
04/25/2021,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,casual,9
04/26/2021,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,casual,10
04/26/2021,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,casual,16
04/26/2021,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,casual,17
04/26/2021,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,casual,17
04/26/2021,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,casual,2
04/26/2021,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,casual,0
04/26/2021,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,casual,0
04/26/2021,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,casual,16
04/26/2021,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,casual,32
04/26/2021,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,casual,35
04/26/2021,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,casual,22
04/26/2021,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,casual,40
04/26/2021,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,casual,40
04/26/2021,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,casual,37
04/26/2021,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,casual,40
04/26/2021,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,casual,34
04/26/2021,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,casual,40
04/26/2021,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,casual,66
04/26/2021,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,casual,65
04/26/2021,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,casual,42
04/26/2021,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,casual,35
04/26/2021,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,casual,33
04/26/2021,2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,casual,32
04/26/2021,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,casual,7
04/27/2021,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,casual,3
04/27/2021,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,casual,2
04/27/2021,2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,casual,0
04/27/2021,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,casual,3
04/27/2021,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,casual,0
04/27/2021,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,casual,1
04/27/2021,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,casual,5
04/27/2021,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,casual,17
04/27/2021,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,casual,31
04/27/2021,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,casual,20
04/27/2021,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,casual,26
04/27/2021,2,0,4,11,0,3,1,2,0.64,0.5909,0.78,0.2836,casual,53
04/27/2021,2,0,4,12,0,3,1,1,0.66,0.6061,0.78,0.3284,casual,38
04/27/2021,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,casual,31
04/27/2021,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,casual,29
04/27/2021,2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,casual,18
04/27/2021,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881,casual,29
